1.0 15.5625 0.0 7.9402
2.6 8.96875 0.0 4.57598
13.0 3.64062 0.0 1.8575
26.0 2.47656 0.0 1.26358
39.0 1.97656 0.0 1.00847
78. 1.34766 0.0 0.687592
130.0 1.01953 0.0 0.520179
260. 0.689453 0.0 0.351768
300. 0.634766 0.0 0.323866
1000. 0.311523 0.0 0.158943
 
